"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
"1",0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"2",0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"3",0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"4",0.00660331901461406,0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"5",0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"6",0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"7",0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"8",0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"9",0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"10",0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"11",0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"12",0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"13",0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"14",0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"15",0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"16",0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"17",0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"18",0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
"19",0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00660331901461406,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978,0.00775487781027978
